,Dependent,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
372,-1.23,8.149583333333332,8.149583333333332,0.28374999999999995,0.28374999999999995,0.4001336986423082,8.166666666666666,86.13399999999999,76.05399999999999,86.07316494,36,0,0.04334773531299136,-0.39636483932966443,0.39636483932966443,0.04334773531299136,1.6666666666666667,2.3333333333333335,2.5,16.249918106063756,10.322198547838605,1.7193514806124697,-1.814671427731068,1.8313038225936566,-1.760939566337432,4.6383160514208255,0.28947819037093325,1.6143308351592656,2.488403771876112,32.919684538544,4.82842712474619,3.8529909894357735,3.8529909894357735,2.914213562373095,2.132724346944564,2.132724346944564,1.1545104575328784,1.1545104575328784,0.5663621734722819,0.5663621734722819,0.23562466021493406,0.23562466021493406,-0.3,20.986300857070454,5.699999999999999,4.7,3.7,38.303650205427736,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,6.076020106833881,12.841643245852019,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,12.841643245852019,6.606881964512918,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,12.841643245852019,12.654955790432378,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.606881964512918,0.0,12.841643245852019,0.0,6.076020106833881,0.0,6.578935683598497,5.106527394840706,0.0,0.0,0.0,8.149583333333332,0.0,0.0,0.0,3.579583333333334,3.770833333333333,0.0,0.6,6,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,4.465,0,0.9448999999999999,26.51679999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,3,2,1,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,-1.52,8.481111111111112,8.481111111111112,0.21990740740740766,-0.21990740740740766,0.49577643139372596,13.666666666666666,86.134,76.05399999999999,86.07316494,36,0,0.054592851579688226,-0.3930967720046927,0.3930967720046927,0.054592851579688226,2.0,2.5,2.5,16.26462076964367,10.286030766293287,1.8395108823634583,-1.9191890583475808,1.8545604884866418,-1.9379987179127247,4.679743495754373,0.19840613246629976,1.3485878960124225,2.8141442217770303,39.20310343869658,4.99156383156272,4.016127696252305,4.016127696252305,2.770055610029662,2.060294030328376,2.060294030328376,1.3733987610364082,1.3733987610364082,0.5077781824011285,0.5077781824011285,0.24120226591665966,0.24120226591665966,-0.3,14.834466856136647,5.699999999999999,2.9127659574468083,3.7,38.30365020542773,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,6.076020106833881,13.344558822616634,0.0,6.103966387748303,5.106527394840706,0.0,0.0,0.0,0.0,19.448525210364934,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,13.344558822616634,12.654955790432378,0.0,0.0,0.0,20.23,0.0,0.0,0.0,6.103966387748303,6.4208216229260096,0.0,0.0,12.999757306524504,0.0,6.578935683598497,5.106527394840706,0.0,0.0,0.0,8.481111111111112,0.0,0.0,0.0,2.1736111111111107,5.1786111111111115,0.0,0.6,6,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,1,2.767127659574468,0,0.9433,26.494799999999987,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,2,2,1,1,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,-1.4,10.04375,10.04375,0.2893518518518521,0.2893518518518521,0.4957688321065222,8.333333333333334,86.13399999999999,76.05399999999999,86.07316494,36,0,0.12932953227060026,-0.30003121331851546,0.30003121331851546,0.12932953227060026,1.6666666666666667,2.1666666666666665,2.1666666666666665,16.137161377899325,10.25703770289729,1.832593837482173,-1.8015786707385315,1.8393110519916285,-1.8402587953823883,5.7474265714595205,-0.11653045458848842,1.3485878960124225,2.831257109931365,47.900134529890124,4.99156383156272,4.322461852836958,4.322461852836958,2.770055610029662,2.2647843170117525,2.2647843170117525,1.4520151031226116,1.4520151031226116,0.6020620726159656,0.6020620726159656,0.35206207261596567,0.35206207261596567,-0.33,14.834466856136647,5.670000000000001,2.884132762312634,3.67,38.36054158545974,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,13.344558822616634,6.4208216229260096,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,26.689117645233267,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,5.783244946364939,0.0,12.841643245852019,0.0,6.923737199690624,6.923737199690624,0.0,0.0,0.0,0.0,10.04375,0.0,0.0,0.2893518518518521,0.0,1.7175925925925926,3.615972222222222,0.0,0.8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2.7255054603854396,0,1.3755,25.588999999999988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,2,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,-1.53,10.180555555555555,10.180555555555555,0.342592592592593,0.342592592592593,0.4957688321065222,8.333333333333334,86.134,76.054,86.07316494,36,0,0.13186152172966464,-0.2997406513908195,0.2997406513908195,0.13186152172966464,1.3333333333333333,1.6666666666666667,1.6666666666666667,16.13770405136894,10.250042925844223,1.8625884936488524,-1.8087766781044416,1.8249499239166267,-1.8767940623440593,5.770114341262289,-0.11794492463097392,1.6500224216483543,2.9881608821342693,41.900134529890124,4.99156383156272,4.322461852836958,4.322461852836958,2.808060412490447,2.325444488791574,2.325444488791574,1.2457819157813603,1.2457819157813603,0.7886751345948128,0.7886751345948128,0.24999999999999994,0.24999999999999994,-0.33,19.800269059780252,5.670000000000001,2.884132762312634,1.9424795640326975,38.36054158545974,0.0,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,0.0,12.841643245852019,0.0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,26.689117645233267,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,18.624888192216957,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,10.180555555555555,0.0,0.0,0.342592592592593,0.0,1.3819444444444442,3.761574074074074,0.0,0.8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2.7255054603854396,0,1.3755,25.588999999999988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,2,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,-0.07,9.56375,9.56375,0.7326388888888888,0.7326388888888888,0.3742788667470001,8.166666666666666,86.13399999999999,76.05399999999999,86.07316494,36,0,0.11949002111110747,-0.3034029096435604,0.3034029096435604,0.11949002111110747,1.6666666666666667,2.3333333333333335,2.5,16.128718093227032,10.272009013458991,1.7448449549570915,-1.7851340810052503,1.8653096085942649,-1.697953073043692,5.483940233996039,-0.10745102277603202,1.6143308351592656,2.4884037718761123,32.919684538544,4.82842712474619,4.106918903213131,4.106918903213131,2.914213562373095,2.3510573320459267,2.3510573320459267,1.3088951918547531,1.3088951918547531,0.6755286660229631,0.6755286660229631,0.2874574785652648,0.2874574785652648,-0.33,20.986300857070454,5.670000000000001,4.67,3.67,38.36054158545974,4.794537184071822,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.4208216229260096,0.0,4.794537184071822,6.286160523129555,0.0,0.0,0.0,26.186202068468653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,26.186202068468653,0.0,0.0,0.0,0.0,17.07,0.0,4.794537184071822,0.0,0.0,0.0,25.548625391907585,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.56375,0.0,0.0,0.0,0.0,3.8633333333333333,2.0729166666666665,0.0,0.8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,4.413150000000001,0,1.3755,25.588999999999988,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,3,2,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,-0.25,10.020833333333334,10.020833333333334,0.5833333333333335,-0.756944444444444,0.4972293513612655,11.285714285714286,102.13299999999998,92.05299999999998,102.06807956,42,0,0.3082795074066913,-0.4808445083134276,0.4808445083134276,0.3082795074066913,1.4285714285714286,1.5714285714285714,1.5714285714285714,16.367652391862205,9.977869851704881,2.182497823873579,-2.0826832155031925,2.1067193709518937,-2.178325247306332,5.72377315110666,-0.14536299936195357,1.3143204867061786,3.7911184170869663,78.57116899294724,6.077350269189626,4.8554618859638214,4.8554618859638214,2.943375672974064,2.1777309429819107,2.1777309429819107,2.555152564408483,2.555152564408483,0.6415964144728658,0.6415964144728658,0.0,0.0,-0.53,17.086166327180322,6.47,1.5234757718400516,2.2012614259597805,43.15477533765576,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,20.771211599071872,0.0,5.41499046939678,9.901064578912528,5.969305287951849,0.0,0.0,5.41499046939678,20.771211599071872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,5.41499046939678,20.771211599071872,0.0,0.0,0.0,0.0,37.3,11.384295757348628,4.794537184071822,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,0.0,5.106527394840706,0.0,0.0,10.020833333333334,8.25,-0.5833333333333335,-0.756944444444444,0.0,0.0,4.986111111111111,0.0,0.8,7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1.408126891972162,0,1.1171,27.090799999999987,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,0,4,2,1,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,-1.32,9.487083333333334,9.487083333333334,0.44925925925925914,0.44925925925925914,0.49286858766087543,9.0,102.13299999999998,92.05299999999998,102.06807956,42,0,0.29258534569416605,-0.4676277321796983,0.4676277321796983,0.29258534569416605,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.517434970168996,10.244791872448747,1.8816607969610608,-1.9787582368709018,1.8809676051678994,-1.9825572730472718,5.362950372947688,-0.1291482573917905,1.6121972227029933,2.8099823316091586,50.041843979966416,5.698670612749268,4.678303900493526,4.678303900493526,3.270055610029662,2.323028484228959,2.323028484228959,1.823405228315623,1.823405228315623,0.49759975994224825,0.49759975994224825,0.23173379979579461,0.23173379979579461,-0.53,29.01955000865388,6.47,3.6528153564899446,5.47,43.474086814966626,4.736862953800049,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,13.847474399381248,5.917906046161393,0.0,6.606881964512918,9.53140013787187,6.472220864716464,0.0,0.0,5.917906046161393,13.847474399381248,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229381,9.53140013787187,5.917906046161393,13.847474399381248,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,0.0,18.997008875390776,0.0,0.0,0.0,13.847474399381248,4.736862953800049,0.0,4.414351851851852,0.0,9.487083333333334,0.0,0.0,0.44925925925925914,0.0,0.0,4.982638888888888,0.0,0.8,7,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,3.3762450509271345,0,0.8154,26.853999999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,3,4,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,-0.34,9.809722222222222,9.809722222222222,0.2754629629629628,-0.712962962962963,0.5668189166571439,9.571428571428571,102.13299999999998,92.05299999999998,102.06807956,42,0,0.30310054985898266,-0.4812230637329638,0.4812230637329638,0.30310054985898266,1.7142857142857142,2.142857142857143,2.142857142857143,16.36519457046232,10.142300950042294,1.979268758809596,-1.9382781323220435,1.9603126360547598,-1.986545637247713,5.663223312286418,-0.13731759811874544,1.272905595320056,3.126006652390634,66.48040587771368,5.8618073195657985,4.639918936339995,4.639918936339995,3.125897657686229,2.344233162418299,2.344233162418299,1.9917095385726369,1.9917095385726369,0.582868716714724,0.582868716714724,0.34924085250172204,0.34924085250172204,-0.53,19.093583929800843,6.47,2.610921480426842,5.47,43.15477533765576,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,13.847474399381248,5.917906046161393,6.4208216229260096,0.0,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,4.794537184071822,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,0.0,12.338727669087403,0.0,0.0,0.0,0.0,13.847474399381248,0.0,5.106527394840706,0.0,0.0,9.809722222222222,8.08388888888889,0.0,-0.4375000000000002,0.0,0.2777777777777777,3.766111111111111,0.0,0.8,7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,2.4132374254802387,0,1.1171,27.090799999999987,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,2,4,2,1,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,-1.04,9.457457482993197,9.457457482993197,0.4818055555555556,0.4818055555555556,0.390089319317615,8.142857142857142,102.13299999999998,92.05299999999998,102.06807956,42,0,0.2925755176100331,-0.46790117334695996,0.46790117334695996,0.2925755176100331,1.7142857142857142,2.4285714285714284,2.857142857142857,16.516880381122586,10.362542348869795,1.777653519769947,-1.9029675485354698,1.8327208842311973,-1.8809549826891248,5.362346989700931,-0.1282850441478533,1.690933805959686,2.558780869327957,43.34481288877288,5.535533905932738,4.515167193676994,4.515167193676994,3.414213562373095,2.4671864365723923,2.4671864365723923,1.3205692473568096,1.3205692473568096,0.6837834698324152,0.6837834698324152,0.2757834230632086,0.2757834230632086,-0.53,35.509609925153406,6.47,5.469999999999999,5.47,43.474086814966626,4.736862953800049,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,0.0,6.606881964512918,9.53140013787187,6.472220864716464,0.0,0.0,0.0,19.765380445542643,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229381,9.53140013787187,0.0,19.765380445542643,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,0.0,13.079102829229381,12.841643245852019,0.0,0.0,6.923737199690624,4.736862953800049,0.0,4.3933333333333335,0.0,9.457457482993197,0.0,0.0,0.0,0.0,2.0481944444444444,3.101014739229025,0.0,0.8,7,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,5.0558428571428555,0,0.9595,26.923999999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,4,4,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,-1.04,10.189583333333333,10.189583333333333,0.12268518518518468,-0.12268518518518468,0.485245073645189,8.285714285714286,102.133,92.053,102.06807956,42,0,0.304986319783951,-0.4659767306979968,0.4659767306979968,0.304986319783951,1.5714285714285714,2.142857142857143,2.2857142857142856,16.531723126594464,10.504128826857013,1.9061650500671703,-1.9331374785184705,1.801895370272275,-1.9963978579682273,5.682319352716487,-0.1421794024094493,1.679822907155627,3.002590528674132,59.10049400592805,5.698670612749268,4.730710143300821,4.730710143300821,3.308060412490447,2.4646903780250446,2.4646903780250446,1.1585745604136393,1.1585745604136393,0.5940003396070641,0.5940003396070641,0.2630497103308105,0.2630497103308105,-0.53,31.916635235956914,6.47,3.6528153564899446,3.2963341491124023,43.47408681496662,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.923737199690624,6.923737199690624,6.4208216229260096,6.606881964512918,9.53140013787187,5.969305287951849,0.0,0.0,0.0,20.268296022307258,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,9.53140013787187,0.0,20.268296022307258,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,13.027703587438928,0.0,0.0,13.847474399381248,0.0,4.736862953800049,0.0,4.552083333333334,0.0,10.189583333333333,0.0,0.0,-0.12268518518518468,0.0,0.48,4.067685185185185,0.0,0.8,7,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3.3762450509271345,0,0.9595,26.923999999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,2,4,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,-1.25,10.189583333333333,10.189583333333333,0.1226851851851849,-0.1226851851851849,0.485245073645189,8.285714285714286,102.13299999999998,92.05299999999998,102.06807956,42,0,0.30499121879740626,-0.46899555445129654,0.46899555445129654,0.30499121879740626,1.7142857142857142,2.2857142857142856,2.4285714285714284,16.522927795707158,10.346773011787448,1.9216259777301299,-1.9053755893724298,1.8636239604227558,-1.967764940986358,5.683969138452378,-0.14012500645099385,1.679822907155627,3.002590528674132,59.10049400592805,5.698670612749268,4.730710143300821,4.730710143300821,3.308060412490447,2.3771567527075472,2.3771567527075472,1.3261326131600775,1.3261326131600775,0.6817950458626713,0.6817950458626713,0.30618621784789724,0.30618621784789724,-0.53,31.916635235956914,6.47,3.6528153564899446,3.2963341491124023,43.47408681496663,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.923737199690624,6.4208216229260096,6.4208216229260096,7.109797541277533,9.53140013787187,5.969305287951849,0.0,0.0,0.0,19.765380445542643,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229383,9.53140013787187,0.0,19.765380445542643,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.4208216229260096,6.4208216229260096,7.109797541277533,0.0,6.923737199690624,4.736862953800049,0.0,4.351666666666667,0.0,10.189583333333333,0.0,0.0,-0.1226851851851849,0.0,1.405925925925926,1.9413888888888888,1.400787037037037,0.8,7,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3.3762450509271345,0,0.9595,26.923999999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,7,5,1,0,0,0,0,2,4,2,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
